YearsExperience,EducationLevel,Age,HoursPerWeek,Salary
5.618101782710437,2,26.436388067668986,54.91343227440441,79660.62799297605
14.260714596148743,3,40.83953946144307,47.03805878781375,127526.32487562632
10.979909127171076,1,35.373865498671,37.93270472405986,96136.65182979572
8.979877262955549,1,31.32421656555515,38.12964480506376,91124.12653066241
2.340279606636548,1,23.31518411528026,52.13913218072429,67704.1591557654
2.3399178050430396,1,27.89809412993511,45.757647372486566,63254.985250186204
0.8712541825229919,4,25.21176347402259,40.013118167508416,91205.12542640441
12.992642186624028,1,36.72686983045828,47.28986366853592,104006.68634367356
9.016725176148132,4,35.273973257504835,36.605223426878354,113871.68414502282
10.621088666940683,4,36.141269145512396,49.54928504785997,117177.41778778424
0.3087674144370367,1,21.370491572566294,41.72483511087744,55740.10379581219
14.548647782429915,1,36.730702256998754,54.93897751592971,106575.07640884057
12.486639612006327,2,34.22606359070759,42.75904897308934,108260.03012637353
3.185086660174142,3,28.392710708182882,46.38050372704503,95586.2584807346
2.727374508106509,1,22.962101551256964,35.29051349770251,57861.77128483173
2.7510676478015075,2,26.74029544190072,36.81117219486397,66917.77811394398
4.563633644393066,2,29.9008444445779,44.81233891016712,90959.6425749696
7.871346474483568,3,34.00870593181581,46.99847086792809,102971.46817718491
6.479175279631736,4,28.87374752064309,50.000513702982595,102529.13864651367
4.368437102970629,1,30.11723823567472,42.291564467732584,79821.76675727614
9.177793420835693,3,29.952215579522143,52.37454715316356,103956.31978421654
2.0924079097806274,1,28.01757395192225,56.503059929730114,78716.67125898373
4.3821697280282725,2,25.27459036435215,54.496274722333744,86072.688667424
5.495427649405375,2,28.276438683327946,35.99047063370893,81383.03937589336
6.841049763255539,4,32.42211732371241,47.012673681445726,118923.2837542395
11.777639420895204,2,32.82706141233662,37.62325446045437,102242.5252459281
2.995106732375396,2,24.599866499003888,41.05112539656319,79205.9553859873
7.713516576204174,3,32.76928455495564,59.66656483167866,106954.96787445854
8.886218532930638,1,33.926474288753155,38.56238857253783,95843.07690467004
0.6967561907999659,1,25.184789620997048,47.4722038362839,69984.66013378947
9.113172778521575,3,33.97081188979127,50.45389335795298,108575.7236973798
2.557861855309373,4,26.356932958742547,52.561624263602596,89597.287546289
0.9757738947791927,1,22.73836730712786,48.991217087172856,64394.60947003166
14.233283058799998,2,36.653155013327435,35.24427118547959,110686.7040713991
14.48448049611839,1,35.75566451372838,43.1615327060998,118030.51652407243
12.125960221746917,2,38.485114151082314,47.94279108461779,111891.67261311915
4.56920653760056,4,28.652949100963404,37.19666247862084,95646.818902447
1.465081710095758,3,24.27104162744124,43.76567328022952,80207.30212937834
10.263495397682354,1,33.49753602319129,35.830077719784164,85969.63830095106
6.602287406094019,3,33.233270783376724,36.96446242887552,92958.31990319227
1.8305735226716824,1,22.904033344484244,44.9230819050399,69930.42316098728
7.427653651669052,2,31.531262475786633,38.317893851076505,88427.6995682588
0.5158278167282759,3,24.057048568919537,49.18852120653895,72179.15706254268
13.639806031181731,1,37.91998567922427,52.236624228431644,111009.9995414801
3.8816997240002538,2,24.008471010746135,55.01466747772707,86580.78894623423
9.93783426530973,3,36.042701627918795,40.00375610612025,113430.37138443797
4.675666141341164,3,31.20049411872645,39.18706455647674,96444.89682371114
7.801020317667162,1,31.756952602791625,37.614196008360004,81020.401013222
8.200654190149194,1,33.07720995728744,50.91075623859092,82213.66546310026
2.7728168328829055,1,29.230312501123976,52.66189316217253,78972.65364142264
14.543769416468379,2,39.49443985666217,35.78965362064105,114923.05970765374
11.626992350416717,1,32.69476565081654,58.405306156092244,99655.25602560163
14.092484123462837,3,38.126502644630534,36.29928209128681,129241.53082020643
13.422410256414732,3,37.669415581094725,48.53240838252676,125589.57028330023
8.968499682166277,1,31.937414381282977,52.72651298627291,93698.94769480295
13.828113525346753,1,38.98322317471981,56.77422809365214,121155.80950663603
1.3273875307787923,4,27.8679566341619,52.85217330331069,87268.98441817875
2.939742936287178,3,29.41872252663461,55.04320207674479,93176.43112793397
0.678409333658071,2,23.834284933486995,43.486254813570156,68934.68705491716
4.8799549614489655,4,25.672621282334255,55.3706278436628,101893.26248856288
5.8301593453422305,1,32.724047738078575,37.00287115961688,86895.418269052
4.070235476608438,1,29.942522081729976,57.37041640151319,79195.22953244107
12.43106263727894,3,33.30370140570181,48.689809403843405,120374.48089070455
5.3512999004038395,1,31.797193078725442,55.43244424906234,86401.52177693571
4.214017645310712,2,30.30329217974561,46.3079571129575,81230.52680068203
8.140441247373728,3,31.772307647256234,51.08944237991312,100329.3177050369
2.11386337462144,1,26.25279142483594,48.16006652340283,61875.95317085769
12.032954711310595,3,34.82597363840151,53.2897380438833,108338.0156150292
1.1182596551965625,1,21.501591126950782,37.04074955076474,69794.76008891963
14.80330404900776,1,37.14968474052907,36.5088020997641,102770.47310863221
11.583671539449861,1,37.20364567963594,41.17758085025366,98482.08551028941
2.9807352230125863,2,23.01315938404481,38.988617002829706,72862.4422621815
0.08283175685403599,2,22.417325958692043,56.794589164805046,70353.10957191464
12.231921426822513,3,35.019102281959114,40.480349683951104,120380.0714209338
10.602860157714257,1,34.36462937827972,59.39663139547828,103172.588883177
10.93510752061481,1,37.37409683550413,43.42239479427767,95261.46274560734
11.569055200289187,2,33.993477160850915,39.55294789221748,104778.88519080446
1.1106697760113553,1,23.53934218928495,54.74246267856198,65463.07271083043
5.376985928164089,2,30.539494664932327,51.4676943875219,86450.78836354507
1.7380358928769457,1,24.903561479105594,47.45489291132847,73193.5948805493
12.946551388133903,3,34.51878514871378,48.88408877344078,122330.739251638
9.349471902413368,1,32.51654851534222,52.980044456806596,96577.08778652163
4.963470372789738,1,25.949469515448335,40.71136853328247,77321.82592608694
0.9533752542903545,4,22.188084159833917,59.90834790141855,93803.20671049836
4.664734825734933,2,28.15330923491129,59.36982905366958,86849.93269891289
4.877749830401205,1,27.810227976933042,51.25814215867342,70305.83217162559
10.94409267507096,1,37.34801398254766,39.988561273228626,99502.43702989565
9.563362070328196,4,32.100119364144625,52.00570606078229,113884.50263625421
13.308191138644897,4,37.37230959059121,36.804960224479395,125328.63684737738
7.08322387742924,2,31.509073892865953,35.76631255514515,93089.29118352517
1.7939136890745255,4,21.88557488519286,41.442072212780346,92804.35830954424
10.698671808344924,3,35.3434334124619,46.56557391848291,113187.2047986426
11.411775729253462,4,32.65802749734172,56.706812635209516,125449.86852646795
8.419157963542444,3,35.14665018582863,53.1792267441577,115977.71905554937
11.564507699318415,2,32.6051467935902,53.56766302999952,108913.39499819308
7.406933945465861,2,30.309302811555025,45.63733336120188,105511.33548531745
7.840992440729911,2,28.43844011728042,43.648374813674074,95299.4205717225
6.413115275378244,2,33.391235038299875,44.27596907461507,81986.3433644286
0.3812869011614278,2,23.896651973480125,59.69123909340145,74797.1426144273
1.6183714048995668,3,25.786066526139873,36.00272978531206,80854.48535924494
0.47143778530101377,3,20.940973127020005,56.675787403061214,83668.721170439
9.546156168956706,2,34.79587946175095,49.46688521430983,105295.69203695735
4.7153397161449,4,26.184678867814,45.965385479739766,97739.15575837078
7.628560367470541,1,33.91494039355554,53.13144151037841,82347.94841981825
13.613497108891396,2,35.04947459226545,47.16672353561757,112753.45704350028
3.739383437233124,4,25.074197481878787,56.83558095204151,92869.76297200056
6.155743845534446,1,26.41159152047111,57.51754660028146,78273.91936787158
11.333267078145731,2,34.63773569391573,45.54302317183638,109370.16573786538
3.431972482374337,2,27.385860415212655,41.92069493087629,86722.50916266162
1.154698647431895,3,21.614659123430364,49.80875821483406,80206.53479609259
4.346271793706521,1,29.774965110571593,57.80908364041727,71508.6993543129
2.4183193088100663,1,25.591341152046258,40.26655472514167,68326.95278858236
13.945464785138595,4,37.616196670431655,50.57416458908707,138742.48304167727
12.121805693466253,3,35.207144922033855,50.78900550231302,115077.87612028138
9.501056347656352,3,32.30639777378364,53.327825560382024,108651.8472085727
13.071908852815765,3,36.989391171973296,38.2891921281815,119441.70154371622
12.055081153486716,3,33.1417628750017,52.895624117052215,113390.75815596025
2.7985508832905377,1,24.072047796757435,57.72581301664103,73218.24132079782
13.388384977349666,1,39.42088432444429,39.49207772175605,105169.27189558344
8.09013362873476,2,34.71294186367019,40.93858312309694,97912.25066219391
12.111602327460938,2,34.724767541419205,59.28487735104099,107116.7053342901
13.4413694988524,3,35.33658221085727,39.524423817737244,117709.99286391622
4.770052124577958,3,29.27804892725107,56.35962733423948,97833.01309334616
1.6507788679151514,3,24.511918065601826,47.30694641120087,78805.51915832769
3.4190274381291252,2,23.596731927751538,41.180776860079426,84926.42290644605
6.406616829393845,4,27.499685010957176,56.768747531812785,104325.26157194967
12.270221488837397,4,37.282027090769176,46.13263137506664,127801.62791566952
12.910958748845152,2,37.52342634221621,47.87043384824226,117731.63034665745
0.10428195796786055,2,20.293953905492245,43.98083423499414,58164.16100898338
7.661209538663486,2,29.21501467219413,49.823771285873185,84751.84614935827
6.261165047231685,2,27.878688623348186,39.08809681462557,78912.17724344379
3.3316171570609536,2,28.034866362252053,44.77703841629402,85280.61285270359
1.797980510005242,2,21.93595427428579,59.23530805838219,71449.68954937284
5.06422757105442,3,25.792987644946436,41.453335817528185,103170.84012748337
14.143645558687787,3,39.743058156300116,51.4184166135323,123764.91108363295
4.848043980311329,3,26.097856614691665,43.12975160561737,91141.76708538848
7.781859326150491,3,32.35108208111362,54.33682814216502,112099.03441028067
10.545284383427667,2,32.212563850754755,38.27184151795875,111426.96782004775
5.454444035689409,4,26.150533785004825,59.24552612696362,113595.22210814536
14.57673124081441,1,36.27893657781059,46.34473853459098,115180.44087123244
14.436709424131669,2,39.49257794712128,40.9012615836616,122356.98219174528
3.7767344373804623,1,29.766609714124463,36.83741868325032,74543.6266518596
7.4587275883857815,4,33.27026664035472,39.24394762718852,112751.91099160559
4.513174647251545,3,27.29345935458073,47.99434871390044,88029.19478018241
4.272607415662014,4,28.949203371656537,43.42507941078216,93886.4453978592
0.5533042103179919,2,21.98819427822874,55.72208414706523,69781.55431242663
9.143465009698453,3,31.195499121525547,45.77218809154515,105331.65909554252
7.540185348432923,2,33.81453607808076,41.21785681469075,91505.25520064091
0.7721812687498403,3,20.863194733324992,50.42862466510075,80315.80334321574
4.179696963549172,1,24.77825667953045,52.669430422136145,78238.63135769252
13.623988289499806,1,35.079192075521995,39.17604769752375,104688.80487722441
3.5934283600045864,1,23.779153787121324,39.19048040720794,75895.60846029231
2.1734230813683464,4,23.44347112699693,35.91678567333857,81716.9163716037
7.3417914041634456,2,31.42308233095129,53.41005037664101,93450.62815689559
14.78475681165901,4,37.73472866580649,51.59511319054513,131956.54580297528
